universityLabel,univlocationLabel,countryNameLabel,personLabel,pbornLabel,borncountryLabel,organizationLabel,orglocationLabel,orgcountryLabel,yearFounded
Uppsala University,Uppsala,Sweden,Arne Beurling,Gothenburg,Sweden,Uppsala University,Uppsala,Sweden,1477
Karolinska Institute,Stockholm,Sweden,Lars Gyllensten,Oscars Assembly,Sweden,Karolinska Institute,Stockholm,Sweden,1810
Uppsala University,Uppsala,Sweden,Jöns Jacob Berzelius,Q10718525,Sweden,Karolinska Institute,Stockholm,Sweden,1477
Stockholm University,Stockholm,Sweden,Oskar Klein,Stockholm,Sweden,Stockholm University,Stockholm,Sweden,1878
Uppsala University,Uppsala,Sweden,Johan Gottschalk Wallerius,"Stora Mellösa, Närke",Sweden,Uppsala University,Uppsala,Sweden,1477
Lund University,Lund,Sweden,Johan Gottschalk Wallerius,"Stora Mellösa, Närke",Sweden,Uppsala University,Uppsala,Sweden,1666
Royal Institute of Technology,Stockholm,Sweden,Uno Åhrén,Stockholm,Sweden,Royal Institute of Technology,Stockholm,Sweden,1827
Uppsala University,Uppsala,Sweden,Magnus Alkarp,Uppsala,Sweden,Uppsala University,Uppsala,Sweden,1477
Umeå University,Umeå,Sweden,Heinz Leymann,Wolfenbüttel,Germany,Stockholm University,Stockholm,Sweden,1965
Stockholm University,Stockholm,Sweden,Walter Gordon,Apolda,Germany,Stockholm University,Stockholm,Sweden,1878
Uppsala University,Uppsala,Sweden,Bernhard Karlgren,Jönköping,Sweden,Uppsala University,Uppsala,Sweden,1477
Uppsala University,Uppsala,Sweden,Arne Tiselius,Stockholm,Sweden,Uppsala University,Uppsala,Sweden,1477
Uppsala University,Uppsala,Sweden,Christopher Jacob Boström,Piteå city Parish,Sweden,Uppsala University,Uppsala,Sweden,1477
Uppsala University,Uppsala,Sweden,Bernhard Karlgren,Jönköping,Sweden,University of Gothenburg,Gothenburg,Sweden,1477
Uppsala University,Uppsala,Sweden,Svante August Arrhenius,Balingsta parish,Sweden,Uppsala University,Uppsala,Sweden,1477
Stockholm University,Stockholm,Sweden,Heinz Leymann,Wolfenbüttel,Germany,Stockholm University,Stockholm,Sweden,1878
Uppsala University,Uppsala,Sweden,Emmanuel Swedenborg,Jakob and Johanne parish,Sweden,Uppsala University,Uppsala,Sweden,1477
Uppsala University,Uppsala,Sweden,Björn Engquist,Stockholm,Sweden,Royal Institute of Technology,Stockholm,Sweden,1477
Uppsala University,Uppsala,Sweden,Kai Siegbahn,Lund,Sweden,Royal Institute of Technology,Stockholm,Sweden,1477
Karolinska Institute,Stockholm,Sweden,Biörn Ivemark,Karlstad,Sweden,Karolinska Institute,Stockholm,Sweden,1810
Uppsala University,Uppsala,Sweden,Axel Hägerström,Q10715935,Sweden,Uppsala University,Uppsala,Sweden,1477
Uppsala University,Uppsala,Sweden,Allvar Gullstrand,Landskrona Parish,Sweden,Uppsala University,Uppsala,Sweden,1477
University of Gothenburg,Gothenburg,Sweden,Cecilia Malmström,Stockholm,Sweden,University of Gothenburg,Gothenburg,Sweden,1954
University of Gothenburg,Gothenburg,Sweden,Erling Eidem,Gothenburg,Sweden,Lund University,Lund,Sweden,1954
Uppsala University,Uppsala,Sweden,Magnus Gabriel De la Gardie,Tallinn,Estonia,Uppsala University,Uppsala,Sweden,1477
Karolinska Institute,Stockholm,Sweden,Hugo Theorell,Linköping cathedral,Sweden,Uppsala University,Uppsala,Sweden,1810
Uppsala University,Uppsala,Sweden,Johan Håstad,Sweden,Sweden,Royal Institute of Technology,Stockholm,Sweden,1477
Stockholm University,Stockholm,Sweden,Walter Gordon,Apolda,Germany,University of Hamburg,Hamburg,Germany,1878
Stockholm University,Stockholm,Sweden,Bertil Ohlin,Parish of Klippan,Sweden,Stockholm School of Economics,Vasastaden,Sweden,1878
Uppsala University,Uppsala,Sweden,Albert Atterberg,Härnösands domkyrkoförsamling,Sweden,Uppsala University,Uppsala,Sweden,1477
Karolinska Institute,Stockholm,Sweden,Hugo Theorell,Linköping cathedral,Sweden,Karolinska Institute,Stockholm,Sweden,1810
Karolinska Institute,Stockholm,Sweden,Ulf von Euler,Stockholm,Sweden,Karolinska Institute,Stockholm,Sweden,1810
Lund University,Lund,Sweden,Axel Moberg,Norrköping,Sweden,Lund University,Lund,Sweden,1666
Uppsala University,Uppsala,Sweden,Ivar Otto Bendixson,Oscars Assembly,Sweden,Royal Institute of Technology,Stockholm,Sweden,1477
Uppsala University,Uppsala,Sweden,Svante August Arrhenius,Balingsta parish,Sweden,Stockholm University,Stockholm,Sweden,1477
Umeå University,Umeå,Sweden,Heinz Leymann,Wolfenbüttel,Germany,Umeå University,Umeå,Sweden,1965
Stockholm University,Stockholm,Sweden,Heinz Leymann,Wolfenbüttel,Germany,Umeå University,Umeå,Sweden,1878
Uppsala University,Uppsala,Sweden,Carl Linnaeus the Younger,Q10493877,Sweden,Uppsala University,Uppsala,Sweden,1477
Uppsala University,Uppsala,Sweden,Vagn Walfrid Ekman,Stockholm,Sweden,Lund University,Lund,Sweden,1477
Lund University,Lund,Sweden,Ludwig Ramberg,Helsingborgs Maria parish,Sweden,Uppsala University,Uppsala,Sweden,1666
Uppsala University,Uppsala,Sweden,Kai Siegbahn,Lund,Sweden,Uppsala University,Uppsala,Sweden,1477
University of Gothenburg,Gothenburg,Sweden,Hinrich Bitter-Suermann,Berlin,Germany,University of Gothenburg,Gothenburg,Sweden,1954
Uppsala University,Uppsala,Sweden,Theodor Svedberg,Q10712147,Sweden,Uppsala University,Uppsala,Sweden,1477
Karolinska Institute,Stockholm,Sweden,Arvid Wretlind,Avesta,Sweden,Karolinska Institute,Stockholm,Sweden,1810
Linköping University,Linköping,Sweden,Björn von Sydow,Solna Municipality,Sweden,Stockholm University,Stockholm,Sweden,1975
Stockholm University,Stockholm,Sweden,Svante August Arrhenius,Balingsta parish,Sweden,Uppsala University,Uppsala,Sweden,1878
University of Gothenburg,Gothenburg,Sweden,Hinrich Bitter-Suermann,Berlin,Germany,Georgetown University,Georgetown,United States of America,1954
Stockholm University,Stockholm,Sweden,Kai Siegbahn,Lund,Sweden,Royal Institute of Technology,Stockholm,Sweden,1878
Uppsala University,Uppsala,Sweden,Nathan Söderblom,Trönö,Sweden,Leipzig University,Germany,Germany,1477
Uppsala University,Uppsala,Sweden,Bengt Danielsson,Krokek,Sweden,Museum of Ethnography,Gärdet,Sweden,1477
Stockholm University,Stockholm,Sweden,Sofia Kovalevskaya,Moscow,Russia,Stockholm University,Stockholm,Sweden,1878
Stockholm University,Stockholm,Sweden,Axel Johannes Malmquist,Askersund Municipality,Sweden,Royal Institute of Technology,Stockholm,Sweden,1878
Uppsala University,Uppsala,Sweden,Anders Jonas Ångström,The iron factory Lögdö bruk,Sweden,Uppsala University,Uppsala,Sweden,1477
Stockholm University,Stockholm,Sweden,Gunnar Myrdal,Skattunge Parish,Sweden,Stockholm University,Stockholm,Sweden,1878
University of Gothenburg,Gothenburg,Sweden,Bo Ralph,Gothenburg,Sweden,University of Gothenburg,Gothenburg,Sweden,1954
Uppsala University,Uppsala,Sweden,Torbern Bergman,Låstads församling,Sweden,Uppsala University,Uppsala,Sweden,1477
Stockholm University,Stockholm,Sweden,Johan Håstad,Sweden,Sweden,Royal Institute of Technology,Stockholm,Sweden,1878
Uppsala University,Uppsala,Sweden,Gustaf Erik Pasch,Norrköping,Sweden,Karolinska Institute,Stockholm,Sweden,1477
Lund University,Lund,Sweden,Sven Nilsson,Asmundtorp parish,Sweden,Lund University,Lund,Sweden,1666
Stockholm University,Stockholm,Sweden,Erik Lundberg,Sankt Matteus,Sweden,Stockholm University,Stockholm,Sweden,1878
Royal Institute of Technology,Stockholm,Sweden,Björn Engquist,Stockholm,Sweden,Royal Institute of Technology,Stockholm,Sweden,1827
Lund University,Lund,Sweden,Gregor Paulsson,Helsingborgs Maria parish,Sweden,Uppsala University,Uppsala,Sweden,1666
University of Gothenburg,Gothenburg,Sweden,Lotta Lotass,Gagnef Municipality,Sweden,University of Gothenburg,Gothenburg,Sweden,1954
University of Gothenburg,Gothenburg,Sweden,Hinrich Bitter-Suermann,Berlin,Germany,Heidelberg University,Heidelberg,Germany,1954
Stockholm University,Stockholm,Sweden,Ivar Otto Bendixson,Oscars Assembly,Sweden,Royal Institute of Technology,Stockholm,Sweden,1878
Stockholm University,Stockholm,Sweden,Svante August Arrhenius,Balingsta parish,Sweden,Stockholm University,Stockholm,Sweden,1878
Stockholm University,Stockholm,Sweden,Brian Harold Mason,Port Chalmers,New Zealand,Smithsonian Institution,"Washington, D.C.",United States of America,1878
Uppsala University,Uppsala,Sweden,Anders Celsius,Uppsala,Sweden,Uppsala University,Uppsala,Sweden,1477
Stockholm University,Stockholm,Sweden,Oskar Klein,Stockholm,Sweden,Lund University,Lund,Sweden,1878
Uppsala University,Uppsala,Sweden,Rutger Sernander,Viby parish,Sweden,Uppsala University,Uppsala,Sweden,1477
Stockholm University,Stockholm,Sweden,Germain Henri Hess,Geneva,Switzerland,Q58346416,Saint Petersburg,Russia,1878
Stockholm University,Stockholm,Sweden,Kai Siegbahn,Lund,Sweden,Uppsala University,Uppsala,Sweden,1878
University of Gothenburg,Gothenburg,Sweden,Bo Ralph,Gothenburg,Sweden,Stockholm University,Stockholm,Sweden,1954
Lund University,Lund,Sweden,Bertil Ohlin,Parish of Klippan,Sweden,Stockholm School of Economics,Vasastaden,Sweden,1666
Uppsala University,Uppsala,Sweden,Anders Jonas Ångström,The iron factory Lögdö bruk,Sweden,Uppsala Astronomical Observatory,Uppsala,Sweden,1477
Royal Institute of Technology,Stockholm,Sweden,Ivar Otto Bendixson,Oscars Assembly,Sweden,Royal Institute of Technology,Stockholm,Sweden,1827
Lund University,Lund,Sweden,Jonas Hafström,Stockholm,Sweden,Lund University,Lund,Sweden,1666
Lund University,Lund,Sweden,Manne Siegbahn,Örebro,Sweden,Lund University,Lund,Sweden,1666
Stockholm University,Stockholm,Sweden,Gunnar Myrdal,Skattunge Parish,Sweden,Stockholm School of Economics,Vasastaden,Sweden,1878
Uppsala University,Uppsala,Sweden,Bengt Edlén,Gusum,Sweden,Lund University,Lund,Sweden,1477
Uppsala University,Uppsala,Sweden,Bengt Danielsson,Krokek,Sweden,Museum of Ethnography,Wallingatan,Sweden,1477
Uppsala University,Uppsala,Sweden,Nathan Söderblom,Trönö,Sweden,Uppsala University,Uppsala,Sweden,1477
Uppsala University,Uppsala,Sweden,Gustaf Åkerman,Stockholm,Sweden,University of Gothenburg,Gothenburg,Sweden,1477
Stockholm University,Stockholm,Sweden,Joachim Israel,Karlsruhe,Germany,Lund University,Lund,Sweden,1878
Lund University,Lund,Sweden,Gustaf Åkerman,Stockholm,Sweden,University of Gothenburg,Gothenburg,Sweden,1666
Uppsala University,Uppsala,Sweden,Peter Jacob Hjelm,Göteryd,Sweden,Uppsala University,Uppsala,Sweden,1477
Lund University,Lund,Sweden,Manne Siegbahn,Örebro,Sweden,Uppsala University,Uppsala,Sweden,1666
Stockholm University,Stockholm,Sweden,Erik Lundberg,Sankt Matteus,Sweden,Stockholm School of Economics,Vasastaden,Sweden,1878
Uppsala University,Uppsala,Sweden,Jöns Jacob Berzelius,Q10718525,Sweden,Uppsala University,Uppsala,Sweden,1477
Stockholm University,Stockholm,Sweden,Joachim Israel,Karlsruhe,Germany,Uppsala University,Uppsala,Sweden,1878
Uppsala University,Uppsala,Sweden,Sven Ekman,Uppsala,Sweden,Uppsala University,Uppsala,Sweden,1477
Royal Institute of Technology,Stockholm,Sweden,Fredrik Enquist,Stockholm,Sweden,Uppsala University,Uppsala,Sweden,1827
Royal Institute of Technology,Stockholm,Sweden,Fredrik Enquist,Stockholm,Sweden,University of Gothenburg,Gothenburg,Sweden,1827
Uppsala University,Uppsala,Sweden,Helge Bäckström,Örebro Nikolai parish,Sweden,Stockholm University,Stockholm,Sweden,1477
Umeå University,Umeå,Sweden,Sven Å. Christianson,Sundbyberg parish,Sweden,Stockholm University,Stockholm,Sweden,1965
Uppsala University,Uppsala,Sweden,Anders Burius,Eskilstuna,Sweden,National Library of Sweden,Östermalm,Sweden,1477
Stockholm University,Stockholm,Sweden,Gunnar Harling,Stockholm,Sweden,University of Gothenburg,Gothenburg,Sweden,1878
Royal Institute of Technology,Stockholm,Sweden,Gunnar Svedberg,Bollnäs,Sweden,Royal Institute of Technology,Stockholm,Sweden,1827
Lund University,Lund,Sweden,Lennart Eberson,Malmö,Sweden,Lund University,Lund,Sweden,1666
Stockholm University,Stockholm,Sweden,Wilhelm Carlgren,Sankt Matteus,Sweden,Stockholm University,Stockholm,Sweden,1878
Uppsala University,Uppsala,Sweden,Jonas Apelblad,Q10711974,Sweden,Uppsala University,Uppsala,Sweden,1477
Royal Institute of Technology,Stockholm,Sweden,Gunnar Brodin,Hammarstrand,Sweden,Royal Institute of Technology,Stockholm,Sweden,1827
Uppsala University,Uppsala,Sweden,Anders Leonard Bygdén,Ör,Sweden,Uppsala University,Uppsala,Sweden,1477
Stockholm University,Stockholm,Sweden,Gert Bonnier,Stockholms jewish community,Sweden,Stockholm University,Stockholm,Sweden,1878
Uppsala University,Uppsala,Sweden,Jonas Columbus,Munktorps parish,Sweden,Uppsala University,Uppsala,Sweden,1477
Lund University,Lund,Sweden,John Forssman,Kalmar domkyrkoförsamling,Sweden,Lund University,Lund,Sweden,1666
Chalmers University of Technology,Gothenburg,Sweden,Christian Ekberg,Gothenburg,Sweden,Chalmers University of Technology,Gothenburg,Sweden,1829
Uppsala University,Uppsala,Sweden,Claes Fahlander,Gothenburg,Sweden,Lund University,Lund,Sweden,1477
Uppsala University,Uppsala,Sweden,Gustaf Cronhielm,Stockholm,Sweden,Uppsala University,Uppsala,Sweden,1477
Lund University,Lund,Sweden,Claes Fahlander,Gothenburg,Sweden,Lund University,Lund,Sweden,1666
Umeå University,Umeå,Sweden,Q5627297,Björna,Sweden,Umeå University,Umeå,Sweden,1965
Karolinska Institute,Stockholm,Sweden,Tomas Cronholm,Stockholm,Sweden,Karolinska Institute,Stockholm,Sweden,1810
Uppsala University,Uppsala,Sweden,Bengt Pettersson,Kristianstad,Sweden,Umeå University,Umeå,Sweden,1477
University of Gothenburg,Gothenburg,Sweden,Per Clemensson,Johannebergs församling,Sweden,Regional Archives in Göteborg,Gothenburg,Sweden,1954
Uppsala University,Uppsala,Sweden,John Cullberg,Harestads parish,Sweden,Uppsala University,Uppsala,Sweden,1477
Lund University,Lund,Sweden,Fredrik August Cederschiöld,Storkyrkoförsamlingen,Sweden,Karolinska Institute,Stockholm,Sweden,1666
Uppsala University,Uppsala,Sweden,Gustav Ising,Finja,Sweden,Stockholm University,Stockholm,Sweden,1477
Lund University,Lund,Sweden,Gunnar Carlquist,Q10546806,Sweden,Lund University,Lund,Sweden,1666
Uppsala University,Uppsala,Sweden,Jordan Edenius,Brunskogs socken,Sweden,Uppsala University,Uppsala,Sweden,1477
Lund University,Lund,Sweden,Hans Runemark,Chicago,United States of America,Lund University,Lund,Sweden,1666
Royal Institute of Technology,Stockholm,Sweden,Gunnar Svedberg,Bollnäs,Sweden,University of Gothenburg,Gothenburg,Sweden,1827
Uppsala University,Uppsala,Sweden,Carl Olof Delldén,Arnäs parish,Sweden,Uppsala University,Uppsala,Sweden,1477
Uppsala University,Uppsala,Sweden,Samuel Clason,Uppsala Cathedral Assembly,Sweden,Lund University,Lund,Sweden,1477
Uppsala University,Uppsala,Sweden,Fredrik Laurentz Ekman,Domkyrkoförsamlingen in Göteborg,Sweden,Royal Institute of Technology,Stockholm,Sweden,1477
Uppsala University,Uppsala,Sweden,Eric Burman,Bygdeå parish,Sweden,Uppsala University,Uppsala,Sweden,1477
Uppsala University,Uppsala,Sweden,Eric Michael Fant,Eskilstuna församling,Sweden,Uppsala University,Uppsala,Sweden,1477
Uppsala University,Uppsala,Sweden,Johan Floderus,Q10718569,Sweden,Uppsala University,Uppsala,Sweden,1477
Stockholm University,Stockholm,Sweden,Sven Erlander,Halmstad,Sweden,Linköping University,Linköping,Sweden,1878
Stockholm University,Stockholm,Sweden,Helge Bäckström,Örebro Nikolai parish,Sweden,Stockholm University,Stockholm,Sweden,1878
Stockholm University,Stockholm,Sweden,Gösta Forssell,Aspeboda parish,Sweden,Karolinska Institute,Stockholm,Sweden,1878
Lund University,Lund,Sweden,Mattias Fremling,Malmö Sankt Petri församling,Sweden,Lund University,Lund,Sweden,1666
Stockholm University,Stockholm,Sweden,Saeid Esmaeilzadeh,Tehran,Iran,Stockholm University,Stockholm,Sweden,1878
Lund University,Lund,Sweden,Ulf Ellervik,Linköping,Sweden,Lund University,Lund,Sweden,1666
Uppsala University,Uppsala,Sweden,Vilhelm Carlheim-Gyllensköld,Stockholm City,Sweden,Stockholm University,Stockholm,Sweden,1477
Uppsala University,Uppsala,Sweden,Gunnar Bramstång,Varberg,Sweden,Lund University,Lund,Sweden,1477
Uppsala University,Uppsala,Sweden,Åke Gerhard Ekstrand,Q10509739,Sweden,Chalmers University of Technology,Gothenburg,Sweden,1477
Stockholm University,Stockholm,Sweden,Gösta Ehrensvärd,Stockholm,Sweden,Lund University,Lund,Sweden,1878
Uppsala University,Uppsala,Sweden,Gunnar Bramstång,Varberg,Sweden,Uppsala University,Uppsala,Sweden,1477
Lund University,Lund,Sweden,Stig Centerwall,Marstrand,Sweden,Chalmers University of Technology,Gothenburg,Sweden,1666
Royal Institute of Technology,Stockholm,Sweden,Olle Bälter,Umeå,Sweden,Royal Institute of Technology,Stockholm,Sweden,1827
Lund University,Lund,Sweden,Gunnar Carlquist,Q10546806,Sweden,Lund University Library,Lund,Sweden,1666
Uppsala University,Uppsala,Sweden,Henrik Sjöbring,Alvesta parish,Sweden,Lund University,Lund,Sweden,1477
Lund University,Lund,Sweden,Henrik Sjöbring,Alvesta parish,Sweden,Lund University,Lund,Sweden,1666
Royal Institute of Technology,Stockholm,Sweden,Jonas Eliasson,Kristinehamn,Sweden,Royal Institute of Technology,Stockholm,Sweden,1827
Uppsala University,Uppsala,Sweden,Herman Dahlberg,Storkyrkoförsamlingen,Sweden,Uppsala University,Uppsala,Sweden,1477
Stockholm University,Stockholm,Sweden,Lars Engwall,Gävle Heliga Trefaldighets,Sweden,Uppsala University,Uppsala,Sweden,1878
Chalmers University of Technology,Gothenburg,Sweden,Stellan Ekberg,Gothenburg,Sweden,Royal Institute of Technology,Stockholm,Sweden,1829
Uppsala University,Uppsala,Sweden,Johan Busser,Q10657749,Sweden,Uppsala University,Uppsala,Sweden,1477
Lund University,Lund,Sweden,Fredrik Johan Cederschiöld,Q10669543,Sweden,Lund University,Lund,Sweden,1666
Lund University,Lund,Sweden,David Nehrman Ehrenstråhle,Malmö,Sweden,Lund University,Lund,Sweden,1666
Uppsala University,Uppsala,Sweden,Otto Centerwall,Edsbergs parish,Sweden,Uppsala University,Uppsala,Sweden,1477
Uppsala University,Uppsala,Sweden,Anders Burius,Eskilstuna,Sweden,National Library of Sweden,Stockholm,Sweden,1477
Uppsala University,Uppsala,Sweden,Bengt Pettersson,Kristianstad,Sweden,Uppsala University,Uppsala,Sweden,1477
Uppsala University,Uppsala,Sweden,Jordan Edenius,Edane,Sweden,Uppsala University,Uppsala,Sweden,1477
Royal Institute of Technology,Stockholm,Sweden,Rudolf S. Enblom,Hilleshög,Sweden,Royal Institute of Technology,Stockholm,Sweden,1827
Uppsala University,Uppsala,Sweden,Sigfrid von Engeström,Linköping,Sweden,Uppsala University,Uppsala,Sweden,1477
Lund University,Lund,Sweden,Arvid Henrik Florman,Q10549555,Sweden,Lund University,Lund,Sweden,1666
Uppsala University,Uppsala,Sweden,Erik Olof Burman,Umeå landsförsamling,Sweden,Uppsala University,Uppsala,Sweden,1477
Royal Institute of Technology,Stockholm,Sweden,Henrik Kreüger,Kalmar,Sweden,Royal Institute of Technology,Stockholm,Sweden,1827
University of Gothenburg,Gothenburg,Sweden,Gunnar D Hansson,Smögen,Sweden,University of Gothenburg,Gothenburg,Sweden,1954
Uppsala University,Uppsala,Sweden,Einar Löfstedt,Härnösands domkyrkoförsamling,Sweden,Uppsala University,Uppsala,Sweden,1477
Uppsala University,Uppsala,Sweden,Michael Lundholm,Uppsala,Sweden,Stockholm University,Stockholm,Sweden,1477
Stockholm University,Stockholm,Sweden,Karl Myrbäck,Q10713940,Sweden,Stockholm University,Stockholm,Sweden,1878
Uppsala University,Uppsala,Sweden,Carl Albert Lindström,Härnösands domkyrkoförsamling,Sweden,Karolinska Institute,Stockholm,Sweden,1477
Lund University,Lund,Sweden,Sven-Eric Liedman,Karlskrona,Sweden,University of Gothenburg,Gothenburg,Sweden,1666
Uppsala University,Uppsala,Sweden,Frits Läffler,Klara Parish,Sweden,Uppsala University,Uppsala,Sweden,1477
Stockholm University,Stockholm,Sweden,Rolf Luft,Södermalm,Sweden,Karolinska Institute,Stockholm,Sweden,1878
Karolinska Institute,Stockholm,Sweden,Yngve A. A. Larsson,Stockholm,Sweden,Linköping University,Linköping,Sweden,1810
Uppsala University,Uppsala,Sweden,Wilhelm Netzel,Katarina parish,Sweden,Karolinska Institute,Stockholm,Sweden,1477
Uppsala University,Uppsala,Sweden,Arne Lindroth,Lunds Cathedral Assembly,Sweden,Umeå University,Umeå,Sweden,1477
Lund University,Lund,Sweden,Axel Otto Lindfors,Lunds Cathedral Assembly,Sweden,Uppsala University,Uppsala,Sweden,1666
Uppsala University,Uppsala,Sweden,Gabriel Marklin,Skellefteå parish,Sweden,Uppsala University,Uppsala,Sweden,1477
Uppsala University,Uppsala,Sweden,Christian Lovén,Klara Parish,Sweden,Karolinska Institute,Stockholm,Sweden,1477
