universityLabel,univlocationLabel,countryNameLabel,personLabel,pbornLabel,borncountryLabel,organizationLabel,orglocationLabel,orgcountryLabel,yearFounded
Örebro University,Örebro,Sweden,Fredrick Federley,Köping,Sweden,,,,1977
Royal Institute of Technology,Stockholm,Sweden,Axel Anderberg,Q10549200,Sweden,,,,1827
Mid Sweden University,Östersund,Sweden,Emil Jönsson,Sandviken,Sweden,,,,1993
Uppsala University,Uppsala,Sweden,Anders Wejryd,Falköping,Sweden,,,,1477
Lund University,Lund,Sweden,Alfred Gabriel Nathorst,Bergshammars parish,Sweden,,,,1666
Uppsala University,Uppsala,Sweden,Anders Ehnmark,Linköping,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Anders Dahl,Varnhem,Sweden,,,,1477
Umeå University,Umeå,Sweden,Anna Sjöström,Skellefteå,Sweden,,,,1965
Stockholm University,Stockholm,Sweden,Christian Engström,Stockholm,Sweden,,,,1878
Lund University,Lund,Sweden,Leif Silbersky,Malmö,Sweden,,,,1666
Mid Sweden University,Sundsvall,Sweden,Veronica Smedh,Sundsvall Municipality,Sweden,,,,1993
Uppsala University,Uppsala,Sweden,Ulf Grahn,Solna Municipality,Sweden,,,,1477
Stockholm University,Stockholm,Sweden,Ana Luisa Valdés,Montevideo,Uruguay,,,,1878
Uppsala University,Uppsala,Sweden,Fredrik Hasselqvist,Q10708209,Sweden,,,,1477
Stockholm University,Stockholm,Sweden,Mats Odell,Värnamo,Sweden,,,,1878
Uppsala University,Uppsala,Sweden,Pehr Löfling,Q10712147,Sweden,,,,1477
Royal Institute of Technology,Stockholm,Sweden,Anders Tengbom,Stockholm,Sweden,,,,1827
Lund University,Lund,Sweden,Ann-Sofie Johansson,Ronneby,Sweden,,,,1666
Stockholm University,Stockholm,Sweden,F. William Engdahl,Minneapolis,United States of America,,,,1878
University of Gothenburg,Gothenburg,Sweden,Christina Olofson,Kristinehamn,Sweden,,,,1954
Royal Institute of Technology,Stockholm,Sweden,Paul Hedqvist,Stockholm,Sweden,,,,1827
Örebro University,Örebro,Sweden,Marika Domanski-Lyfors,Gothenburg,Sweden,,,,1977
Uppsala University,Uppsala,Sweden,Elias Tillandz,Rogberga socken,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Isak Collijn,Halmstad,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Sven Lidman,Karlskrona city community,Sweden,,,,1477
Chalmers University of Technology,Gothenburg,Sweden,Leif Johansson,Gothenburg,Sweden,,,,1829
Lund University,Lund,Sweden,Ulf Grahn,Solna Municipality,Sweden,,,,1666
Uppsala University,Uppsala,Sweden,Anders Chydenius,Sotkamo,Finland,,,,1477
Royal Institute of Technology,Stockholm,Sweden,Nisse Strinning,Kramfors,Sweden,,,,1827
Mid Sweden University,Östersund,Sweden,Fredrik Lindström,Örnsköldsvik Municipality,Sweden,,,,1993
Mid Sweden University,Sundsvall,Sweden,Emil Jönsson,Sandviken,Sweden,,,,1993
Uppsala University,Uppsala,Sweden,Axel Fredrik Cronstedt,Nykvarn Municipality,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Christofer Fjellner,Västerås,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Curt von Stedingk,Swedish Pomerania,Germany,,,,1477
Royal Institute of Technology,Stockholm,Sweden,Johan August Brinell,Bringetofta socken,Sweden,,,,1827
Lund University,Lund,Sweden,Rune Elmqvist,Lund,Sweden,,,,1666
Chalmers University of Technology,Gothenburg,Sweden,Sigurd Lewerentz,Bjärtrå,Sweden,,,,1829
Uppsala University,Uppsala,Sweden,Arvid Ahnfelt,Lunds Cathedral Assembly,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Nils Gabriel Sefström,Q10534599,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Artur Hazelius,Adolf Fredriks parish,Sweden,,,,1477
Royal Institute of Technology,Stockholm,Sweden,Ernst Alexanderson,Uppsala Cathedral Assembly,Sweden,,,,1827
Lund University,Lund,Sweden,Sivar Arnér,Kalmar County,Sweden,,,,1666
Stockholm University,Stockholm,Sweden,Antonia Ax:son Johnson,New York,United States of America,,,,1878
Stockholm University,Stockholm,Sweden,Gunnar Hedlund,Helgum,Sweden,,,,1878
Uppsala University,Uppsala,Sweden,Gunnar Hedlund,Helgum,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Arvid August Afzelius,Fjällåkra,Sweden,,,,1477
Chalmers University of Technology,Gothenburg,Sweden,Arvid Wallman,Gothenburg,Sweden,,,,1829
Lund University,Lund,Sweden,Christofer Fjellner,Västerås,Sweden,,,,1666
Stockholm University,Stockholm,Sweden,Johan Norberg,Stockholm,Sweden,,,,1878
Royal Institute of Technology,Stockholm,Sweden,Ernst Julius Berg,Östersund,Sweden,,,,1827
Royal Institute of Technology,Stockholm,Sweden,Edy Velander,Jönköping,Sweden,,,,1827
Uppsala University,Uppsala,Sweden,Samuel Troilius,Stora Skedvi socken,Sweden,,,,1477
Stockholm University,Stockholm,Sweden,Sten Andersson,Stockholm,Sweden,,,,1878
Royal Institute of Technology,Stockholm,Sweden,Knut Frænkel,Karlstad,Sweden,,,,1827
Royal Institute of Technology,Stockholm,Sweden,Ragnar Sohlman,Kungsholms parish,Sweden,,,,1827
Stockholm University,Stockholm,Sweden,Lars Leijonborg,Täby,Sweden,,,,1878
Stockholm University,Stockholm,Sweden,Maciej Zaremba,Poznań,Poland,,,,1878
Lund University,Lund,Sweden,Lars Olofsson,Kristianstad,Sweden,,,,1666
Stockholm University,Stockholm,Sweden,Dror Feiler,Tel Aviv,Israel,,,,1878
Royal Institute of Technology,Stockholm,Sweden,Fredrik Lilljekvist,Klara Parish,Sweden,,,,1827
Uppsala University,Uppsala,Sweden,Carl Stål,Stockholm,Sweden,,,,1477
Lund University,Lund,Sweden,Gustaf Johan Billberg,Karlskrona,Sweden,,,,1666
Uppsala University,Uppsala,Sweden,Bertil H. van Boer,Tallahassee,United States of America,,,,1477
Uppsala University,Uppsala,Sweden,Alf Ross,Copenhagen,Denmark,,,,1477
Uppsala University,Uppsala,Sweden,Wilhelm Hisinger,Västmanland,Sweden,,,,1477
Stockholm University,Stockholm,Sweden,Jens Lapidus,Hägersten,Sweden,,,,1878
Uppsala University,Uppsala,Sweden,Carl Gustaf af Leopold,Maria Magdalena parish,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Gustav Sundbärg,Leksands parish,Sweden,,,,1477
Lund University,Lund,Sweden,Carl Henrik Fredriksson,Jönköping,Sweden,,,,1666
Royal Institute of Technology,Stockholm,Sweden,Carl Schlyter,Danderyd Municipality,Sweden,,,,1827
University of Gothenburg,Gothenburg,Sweden,Jonas Jonasson,Växjö,Sweden,,,,1954
Uppsala University,Uppsala,Sweden,Claës Fredrik Hornstedt,Linköping cathedral,Sweden,,,,1477
Lund University,Lund,Sweden,Leif Erland Andersson,Falkenberg,Sweden,,,,1666
Royal Institute of Technology,Stockholm,Sweden,Carl Bergsten,Norrköping,Sweden,,,,1827
Uppsala University,Uppsala,Sweden,Petter,Sweden,Sweden,,,,1477
Royal Institute of Technology,Stockholm,Sweden,Baltzar von Platen,Ystad,Sweden,,,,1827
Uppsala University,Uppsala,Sweden,Leonard Gyllenhaal,Älvsborg County,Sweden,,,,1477
Royal Institute of Technology,Stockholm,Sweden,Birger Ljungström,Uddevalla,Sweden,,,,1827
Uppsala University,Uppsala,Sweden,Carl-Henric Svanberg,Porjus,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Carl Stål,Karlberg Palace,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Nils Gustaf Ekholm,Smedjebacken,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Göran Rothman,Skatelöv parish,Sweden,,,,1477
Lund University,Lund,Sweden,Per Georg Scheutz,Q10542102,Sweden,,,,1666
Stockholm University,Stockholm,Sweden,Soledad Fariña Vicuña,Antofagasta,Chile,,,,1878
Uppsala University,Uppsala,Sweden,Edvard Carleson,Q10546395,Sweden,,,,1477
Chalmers University of Technology,Gothenburg,Sweden,Carl Abraham Pihl,Stavanger,Norway,,,,1829
Uppsala University,Uppsala,Sweden,Jens Holm,Sundsvall,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Olof af Acrel,Q10728173,Sweden,,,,1477
Stockholm University,Stockholm,Sweden,Lars Widding,Umeå,Sweden,,,,1878
Uppsala University,Uppsala,Sweden,Johan Paulinus Lillienstedt,Pori,Finland,,,,1477
Uppsala University,Uppsala,Sweden,Bo Bergman,Klara Parish,Sweden,,,,1477
Royal Institute of Technology,Stockholm,Sweden,Kornél Pajor,Budapest,Hungary,,,,1827
Uppsala University,Uppsala,Sweden,Carl von Rosenstein,Uppsala Cathedral Assembly,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Uno von Troil,Stockholm,Sweden,,,,1477
Lund University,Lund,Sweden,Conrad Quensel,Scania,Sweden,,,,1666
Royal Institute of Technology,Stockholm,Sweden,Boris Hagelin,"Hacıkənd, Goygol",Azerbaijan,,,,1827
Uppsala University,Uppsala,Sweden,Carl Snoilsky,Klara Parish,Sweden,,,,1477
Royal Institute of Technology,Stockholm,Sweden,Carl-Axel Acking,Helsingborg,Sweden,,,,1827
Stockholm University,Stockholm,Sweden,Johan Herman Lie Vogt,Tvedestrand,Norway,,,,1878
Uppsala University,Uppsala,Sweden,Per Collinder,Sundsvall,Sweden,,,,1477
Lund University,Lund,Sweden,Edvin Kallstenius,Q10495152,Sweden,,,,1666
Uppsala University,Uppsala,Sweden,Carl Ludvig Lithander,Reigi,Estonia,,,,1477
Stockholm University,Stockholm,Sweden,Bent Hamer,Sandefjord,Norway,,,,1878
Uppsala University,Uppsala,Sweden,Nicolaus Olai Bothniensis,Piteå,Sweden,,,,1477
Stockholm University,Stockholm,Sweden,Per Ahlmark,Stockholm,Sweden,,,,1878
Stockholm University,Stockholm,Sweden,Hrafn Gunnlaugsson,Reykjavík,Iceland,,,,1878
Uppsala University,Uppsala,Sweden,Tobias Krantz,Bankeryd,Sweden,,,,1477
Umeå University,Umeå,Sweden,Stefan Attefall,Lycksele,Sweden,,,,1965
Uppsala University,Uppsala,Sweden,Erik Jarvik,Utby socken,Sweden,,,,1477
Lund University,Lund,Sweden,Göran Sonnevi,Lund,Sweden,,,,1666
Uppsala University,Uppsala,Sweden,Carl Fredric Adler,Stockholm,Sweden,,,,1477
Lund University,Lund,Sweden,Per Collinder,Sundsvall,Sweden,,,,1666
Uppsala University,Uppsala,Sweden,Bernhard Salin,Örebro Nikolai parish,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Johan Adler Salvius,Strängnäs,Sweden,,,,1477
Stockholm University,Stockholm,Sweden,Jan O. Karlsson,Stockholm,Sweden,,,,1878
Uppsala University,Uppsala,Sweden,Erik Johan Stagnelius,Gärdslösa,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Johan Andreas Murray,Stockholm,Sweden,,,,1477
Royal Institute of Technology,Stockholm,Sweden,Ferdinand Boberg,Q10493877,Sweden,,,,1827
Uppsala University,Uppsala,Sweden,Christopher Tärnström,Uppsala,Sweden,,,,1477
Stockholm University,Stockholm,Sweden,Knut Ahnlund,Stockholm,Sweden,,,,1878
Karolinska Institute,Stockholm,Sweden,Bengt Westerberg,Solna Municipality,Sweden,,,,1810
Royal Institute of Technology,Stockholm,Sweden,Daniel Ek,Rågsved,Sweden,,,,1827
University of Gothenburg,Gothenburg,Sweden,Niklas Eklund,Gothenburg,Sweden,,,,1954
Uppsala University,Uppsala,Sweden,Einar Lönnberg,Stockholm,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Bror Yngve Sjöstedt,Hjo,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Johan Oxenstierna,Stockholm,Sweden,,,,1477
University of Gothenburg,Gothenburg,Sweden,Carl Henrik Fredriksson,Jönköping,Sweden,,,,1954
Lund University,Lund,Sweden,Ernst Wigforss,Halmstad,Sweden,,,,1666
Örebro University,Örebro,Sweden,Sten Tolgfors,Forshaga,Sweden,,,,1977
Uppsala University,Uppsala,Sweden,Clas Alströmer,Alingsås,Sweden,,,,1477
University of Gothenburg,Gothenburg,Sweden,Magnus Carlsson,Fristad,Sweden,,,,1954
Uppsala University,Uppsala,Sweden,Stane Dolanc,Hrastnik,Slovenia,,,,1477
Stockholm University,Stockholm,Sweden,Anna Gustafsson Chen,Sweden,Sweden,,,,1878
Uppsala University,Uppsala,Sweden,Carl Kempe,Jakob and Johanne parish,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,"Prince August, Duke of Dalarna",Drottningholm Palace,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Johan Ångström,The iron factory Lögdö bruk,Sweden,,,,1477
Stockholm University,Stockholm,Sweden,Bengt Westerberg,Solna Municipality,Sweden,,,,1878
University of Gothenburg,Gothenburg,Sweden,Håkan Hellström,Gothenburg,Sweden,,,,1954
Royal Institute of Technology,Stockholm,Sweden,Pär Ström,Sollentuna Municipality,Sweden,,,,1827
Linköping University,Linköping,Sweden,Carl-Henric Svanberg,Porjus,Sweden,,,,1975
Uppsala University,Uppsala,Sweden,Bo Giertz,Q10658484,Sweden,,,,1477
Royal Institute of Technology,Stockholm,Sweden,Ragnar Östberg,Stockholm,Sweden,,,,1827
Lund University,Lund,Sweden,Hans Alfredson,Malmö,Sweden,,,,1666
Stockholm University,Stockholm,Sweden,Horace Engdahl,Karlskrona,Sweden,,,,1878
Lund University,Lund,Sweden,Bertil Werkström,Lund,Sweden,,,,1666
Uppsala University,Uppsala,Sweden,Viktor Kochubey,Dykanka,Ukraine,,,,1477
Uppsala University,Uppsala,Sweden,Johan August Wahlberg,Q10500893,Sweden,,,,1477
Lund University,Lund,Sweden,Anna Gustafsson Chen,Sweden,Sweden,,,,1666
Uppsala University,Uppsala,Sweden,Axel Gustav Adlercreutz,Skara,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Anders Fryxell,Edsleskogs parish,Sweden,,,,1477
Royal Institute of Technology,Stockholm,Sweden,Per Olof Hallman,Stockholm,Sweden,,,,1827
Lund University,Lund,Sweden,Christian Günther,Hedvig Eleonora församling,Sweden,,,,1666
Lund University,Lund,Sweden,Sten Broman,Uppsala,Sweden,,,,1666
Stockholm University,Stockholm,Sweden,Hans Bielenstein,Stockholm,Sweden,,,,1878
Uppsala University,Uppsala,Sweden,Gustaf Lagerbjelke,Q10670076,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Gustav Eisen,Stockholm,Sweden,,,,1477
Lund University,Lund,Sweden,Eric Ragnor Sventenius,Sweden,Sweden,,,,1666
Stockholm University,Stockholm,Sweden,Gustav Fridolin,Önnestad parish,Sweden,,,,1878
Uppsala University,Uppsala,Sweden,Hans Järta,Näs kungsgård,Sweden,,,,1477
Royal Institute of Technology,Stockholm,Sweden,Thorsten Nordenfelt,parish Örby-Skene,Sweden,,,,1827
Stockholm University,Stockholm,Sweden,Magnus Härenstam,Västervik,Sweden,,,,1878
Uppsala University,Uppsala,Sweden,Ruben Josefson,Q10684736,Sweden,,,,1477
Royal Institute of Technology,Stockholm,Sweden,Lars Backer,Christiania,Norway,,,,1827
Chalmers University of Technology,Gothenburg,Sweden,Lars Göran Josefsson,Ulricehamn,Sweden,,,,1829
Lund University,Lund,Sweden,Frej Ossiannilsson,Helsingborg,Sweden,,,,1666
Uppsala University,Uppsala,Sweden,Gunnar Wennerberg,Göteborg City,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Per Wästberg,Stockholm,Sweden,,,,1477
Linköping University,Linköping,Sweden,Mehemed Malmîsanij,Dicle,Turkey,,,,1975
Uppsala University,Uppsala,Sweden,Claes Annerstedt,Uppsala Cathedral Assembly,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Johan Olof Wallin,Stora Tuna Rural Municipality,Sweden,,,,1477
Royal Institute of Technology,Stockholm,Sweden,Bertil Berg,Stockholm,Sweden,,,,1827
Stockholm University,Stockholm,Sweden,Anders Wijkman,Stockholm,Sweden,,,,1878
Uppsala University,Uppsala,Sweden,Jacob Faggot,Q10713940,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Erland Nordenskiöld,Stockholm,Sweden,,,,1477
Royal Institute of Technology,Stockholm,Sweden,Tage William-Olsson,London,United Kingdom,,,,1827
Stockholm University,Stockholm,Sweden,Renate Bleibtreu,Vienna,Austria,,,,1878
Stockholm University,Stockholm,Sweden,Peter Lindgren,Stockholm,Sweden,,,,1878
University of Gothenburg,Gothenburg,Sweden,Emma Wertsén,Sweden,Sweden,,,,1954
Uppsala University,Uppsala,Sweden,Jan Berglin,Sweden,Sweden,,,,1477
Lund University,Lund,Sweden,Karl Vennberg,Q10431628,Sweden,,,,1666
Uppsala University,Uppsala,Sweden,Sigurd Curman,Hedvig Eleonora församling,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Hans Vestberg,Hudiksvall,Sweden,,,,1477
Royal Institute of Technology,Stockholm,Sweden,Joe Armstrong,London,United Kingdom,,,,1827
Uppsala University,Uppsala,Sweden,Tage Danielsson,Linköping,Sweden,,,,1477
Stockholm University,Stockholm,Sweden,Kerstin Jeppsson,Nyköping,Sweden,,,,1878
Stockholm University,Stockholm,Sweden,Eygló Harðardóttir,Reykjavík,Iceland,,,,1878
Lund University,Lund,Sweden,Lennart Geijer,Ystad,Sweden,,,,1666
Karolinska Institute,Stockholm,Sweden,Johan Harmenberg,Stockholm,Sweden,,,,1810
Swedish University of Agricultural Sciences,Uppsala,Sweden,Manfred Näslund,Västernorrland County,Sweden,,,,1977
Royal Institute of Technology,Stockholm,Sweden,Willgodt Theophil Odhner,Dalby parish,Sweden,,,,1827
Uppsala University,Uppsala,Sweden,Gustaf Eneström,Nora,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Guðmundur Steingrímsson,Reykjavík,Iceland,,,,1477
Uppsala University,Uppsala,Sweden,Carl Bildt,Klara Parish,Sweden,,,,1477
Royal Institute of Technology,Stockholm,Sweden,Gustaf Wernersson Cronquist,Stockholm,Sweden,,,,1827
Uppsala University,Uppsala,Sweden,Sigurbjörn Einarsson,Vestur-Skaftafellssýsla,Iceland,,,,1477
Uppsala University,Uppsala,Sweden,G. A. Gripenberg,Saint Petersburg,Russia,,,,1477
Lund University,Lund,Sweden,Henric Schartau,Malmö Sankt Petri församling,Sweden,,,,1666
Uppsala University,Uppsala,Sweden,Ivar Rooth,Hedvig Eleonora församling,Sweden,,,,1477
Karolinska Institute,Stockholm,Sweden,P. C. Jersild,Katrineholm,Sweden,,,,1810
Royal Institute of Technology,Stockholm,Sweden,Robert Dahlander,Gothenburg,Sweden,,,,1827
Royal Institute of Technology,Stockholm,Sweden,Albin Stark,Hudiksvall,Sweden,,,,1827
Uppsala University,Uppsala,Sweden,Åsa Linderborg,Västerås,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Lars Gabriel Andersson,Vagnhärad,Sweden,,,,1477
Royal Institute of Technology,Stockholm,Sweden,Karl Lärka,Q10673286,Sweden,,,,1827
Karolinska Institute,Stockholm,Sweden,Jesper Salén,Lidingö,Sweden,,,,1810
Uppsala University,Uppsala,Sweden,Gunnar Mascoll Silfverstolpe,Rytterne socken,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Petter Conrad Boman,Stockholm City,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Willard Fiske,Ellisburg,United States of America,,,,1477
Stockholm University,Stockholm,Sweden,Urban Bäckström,Sollefteå,Sweden,,,,1878
Royal Institute of Technology,Stockholm,Sweden,Gustaf Larson,Sweden,Sweden,,,,1827
Uppsala University,Uppsala,Sweden,Mehemed Malmîsanij,Dicle,Turkey,,,,1477
Stockholm University,Stockholm,Sweden,Sven Lindqvist,Stockholm,Sweden,,,,1878
Uppsala University,Uppsala,Sweden,Richard Dybeck,Q10606827,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Manfred Björkquist,Gideå congregation,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Frans Kempe,Härnösands domkyrkoförsamling,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Nils Carl Gustaf Fersen Gyldenstolpe,Östersund,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Nils Conrad Kindberg,Karlstad,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Ulf Kristersson,Lund,Sweden,,,,1477
Umeå University,Umeå,Sweden,Tomas Nordahl,Norrköping,Sweden,,,,1965
Uppsala University,Uppsala,Sweden,Hilding Kjellman,Uppsala Cathedral Assembly,Sweden,,,,1477
Stockholm University,Stockholm,Sweden,Johannes Wahlström,Israel,Israel,,,,1878
Uppsala University,Uppsala,Sweden,Anna-Greta Leijon,Stockholm,Sweden,,,,1477
Linköping University,Linköping,Sweden,Gustav Fridolin,Önnestad parish,Sweden,,,,1975
Stockholm University,Stockholm,Sweden,Sten Rudholm,Karlstad,Sweden,,,,1878
Stockholm University,Stockholm,Sweden,Jón Baldvin Hannibalsson,Ísafjörður,Iceland,,,,1878
Uppsala University,Uppsala,Sweden,Lars Forssell,Stockholm,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Johan Lorentz Aschan,Q10496829,Sweden,,,,1477
Royal Institute of Technology,Stockholm,Sweden,John Ausonius,Lidingö,Sweden,,,,1827
Chalmers University of Technology,Gothenburg,Sweden,Klas Anshelm,Gothenburg,Sweden,,,,1829
Lund University,Lund,Sweden,Nils Carl Gustaf Fersen Gyldenstolpe,Östersund,Sweden,,,,1666
Uppsala University,Uppsala,Sweden,Nils Herlitz,Stockholm,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Jacob Axelsson Lindblom,Q10669904,Sweden,,,,1477
Lund University,Lund,Sweden,Gunnar Hökmark,Ystad,Sweden,,,,1666
Uppsala University,Uppsala,Sweden,Pehr Frigel,Kalmar domkyrkoförsamling,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Jonas Wenström,Hällefors parish,Sweden,,,,1477
Umeå University,Umeå,Sweden,Kay Pollak,Gothenburg,Sweden,,,,1965
Uppsala University,Uppsala,Sweden,Johan Gabriel Oxenstierna,Q10670013,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Adam Kuhn,Germantown,United States of America,,,,1477
Umeå University,Umeå,Sweden,Luciën Sloof,Waddinxveen,Netherlands,,,,1965
Uppsala University,Uppsala,Sweden,Jaan Puhvel,Tallinn,Estonia,,,,1477
Royal Institute of Technology,Stockholm,Sweden,Håkan Samuelsson,Sweden,Sweden,,,,1827
Uppsala University,Uppsala,Sweden,Clas Tott,Ekolsund Castle,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Per Unckel,Finspång,Sweden,,,,1477
Stockholm University,Stockholm,Sweden,Göran Järvefelt,Edsbyn,Sweden,,,,1878
University of Gothenburg,Gothenburg,Sweden,Inge Thulin,Malmö,Sweden,,,,1954
Stockholm University,Stockholm,Sweden,Gunnar Lagergren,Stockholm,Sweden,,,,1878
Uppsala University,Uppsala,Sweden,Christian Günther,Hedvig Eleonora församling,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Otto Fredrik Tullberg,Q18331669,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Jonas Erickson Sundahl,Sweden,Sweden,,,,1477
Lund University,Lund,Sweden,Lars-Erik Lövdén,Malmö,Sweden,,,,1666
Uppsala University,Uppsala,Sweden,Anders Fredrik Skjöldebrand,Algiers,Algeria,,,,1477
Royal Institute of Technology,Stockholm,Sweden,Carl Nyrén,Jönköping,Sweden,,,,1827
University of Gothenburg,Gothenburg,Sweden,Leif Pagrotsky,Gothenburg,Sweden,,,,1954
Uppsala University,Uppsala,Sweden,Gudmund Jöran Adlerbeth,Q10542102,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Johan Börjesson,Tanum Municipality,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Gustaf Murray,Stockholm,Sweden,,,,1477
Stockholm University,Stockholm,Sweden,Thomas Hakon Grönwall,Dylta bruk,Sweden,,,,1878
Uppsala University,Uppsala,Sweden,Thomas Hakon Grönwall,Dylta bruk,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Bror Hjorth,Älvkarleby congregation,Sweden,,,,1477
Royal Institute of Technology,Stockholm,Sweden,Inga Varg,Bergslagen,Sweden,,,,1827
Uppsala University,Uppsala,Sweden,Gunnar Olof Hyltén-Cavallius,Q10716128,Sweden,,,,1477
Karolinska Institute,Stockholm,Sweden,Nils Bejerot,Norrtälje,Sweden,,,,1810
Umeå University,Umeå,Sweden,Stefan Löfven,Aspudden,Sweden,,,,1965
Lund University,Lund,Sweden,Erik Penser,Scania,Sweden,,,,1666
Chalmers University of Technology,Gothenburg,Sweden,Ludvig Strigeus,Gothenburg,Sweden,,,,1829
Uppsala University,Uppsala,Sweden,Jan Mårtenson,Uppsala,Sweden,,,,1477
Mid Sweden University,Östersund,Sweden,Jerry Ahrlin,Östersund,Sweden,,,,1993
Uppsala University,Uppsala,Sweden,Carl Axel Gottlund,Ruotsinpyhtää,Finland,,,,1477
Uppsala University,Uppsala,Sweden,Peter Ascanius,Aure,Norway,,,,1477
Royal Institute of Technology,Stockholm,Sweden,Helge Thiis,Trondheim,Norway,,,,1827
Uppsala University,Uppsala,Sweden,Gustaf Wathier Hamilton,Björkviks parish,Sweden,,,,1477
Stockholm University,Stockholm,Sweden,Tage Lindbom,Malmö,Sweden,,,,1878
Uppsala University,Uppsala,Sweden,Tage Lindbom,Malmö,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Carl Gustaf Ekeberg,Danderyd  parish,Sweden,,,,1477
Stockholm University,Stockholm,Sweden,Carin Jämtin,Stockholm,Sweden,,,,1878
Royal Institute of Technology,Stockholm,Sweden,Hakon Ahlberg,Q10553372,Sweden,,,,1827
Uppsala University,Uppsala,Sweden,Göran Lambertz,Kisa,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Cary Fowler,Memphis,United States of America,,,,1477
Stockholm University,Stockholm,Sweden,Sun Axelsson,Oscar Fredriks församling,Sweden,,,,1878
Uppsala University,Uppsala,Sweden,Jarl Hjalmarson,Helsingborg,Sweden,,,,1477
Lund University,Lund,Sweden,Rolf Dahlgren,Copenhagen,Denmark,,,,1666
Luleå University of Technology,Porsön,Sweden,Niklas Jonsson,Piteå,Sweden,,,,1971
Uppsala University,Uppsala,Sweden,Thomas Söderberg,Stockholm,Sweden,,,,1477
Stockholm University,Stockholm,Sweden,Torbjörn Törnqvist,Stockholm,Sweden,,,,1878
Luleå University of Technology,Porsön,Sweden,Lisa Werlinder,Uppsala,Sweden,,,,1971
Uppsala University,Uppsala,Sweden,Ulf Ekman,Gothenburg,Sweden,,,,1477
Stockholm University,Stockholm,Sweden,Dilsa Demirbag Sten,Turkey,Turkey,,,,1878
Uppsala University,Uppsala,Sweden,Clas Livijn,Skänninge,Sweden,,,,1477
University of Gothenburg,Gothenburg,Sweden,Michèle Barbier,Algeria,France,,,,1954
Uppsala University,Uppsala,Sweden,Olaus Swebilius,Ljungby,Sweden,,,,1477
Stockholm University,Stockholm,Sweden,Juris Kronbergs,Stockholm,Sweden,,,,1878
Mid Sweden University,Sundsvall,Sweden,Jerry Ahrlin,Östersund,Sweden,,,,1993
Stockholm University,Stockholm,Sweden,Claes Borgström,Stockholm,Sweden,,,,1878
Mid Sweden University,Östersund,Sweden,Mari Jungstedt,Stockholm,Sweden,,,,1993
Lund University,Lund,Sweden,Thor Stenbeck,Q10728716,Sweden,,,,1666
Royal Institute of Technology,Stockholm,Sweden,Torben Grut,Q10706379,Sweden,,,,1827
Uppsala University,Uppsala,Sweden,Jonas Carlsson Dryander,Gothenburg,Sweden,,,,1477
Uppsala University,Uppsala,Sweden,Mari Jungstedt,Stockholm,Sweden,,,,1477
