humanLabel,uniLabel,orgLabel,orglocationLabel,orgcountryLabel
Peter Schantz,Karolinska Institute,Mid Sweden University,Östersund,Sweden
Selim Birger,Karolinska Institute,Saint George's Hospital,Stadshagen,Sweden
Erik Ringmar,Uppsala University,London School of Economics and Political Science,London,United Kingdom
Erik Ringmar,Uppsala University,Lund University,London,United Kingdom
Erik Ringmar,Uppsala University,Mid Sweden University,London,United Kingdom
Karolina Ekholm,Uppsala University,Stockholm University,Stockholm,Sweden
Karolina Ekholm,Uppsala University,Stockholm School of Economics,Stockholm,Sweden
Agnes Geijer,Uppsala University,Swedish National Heritage Board,Stockholm,Sweden
Ingrid Hammarström,Uppsala University,Stockholm University,Stockholm,Sweden
Solfrid Söderlind,Uppsala University,Uppsala University,Stockholm,Sweden
Solfrid Söderlind,Uppsala University,Lund University,Stockholm,Sweden
Solfrid Söderlind,Uppsala University,Nationalmuseum,Stockholm,Sweden
Karl Johan Warburg,Uppsala University,Uppsala University,Stockholm,Sweden
Karl Johan Warburg,Uppsala University,Stockholm University,Stockholm,Sweden
Karl Johan Warburg,Uppsala University,University of Gothenburg,Stockholm,Sweden
Solfrid Söderlind,Uppsala University,Uppsala University,Lund,Sweden
Solfrid Söderlind,Uppsala University,Lund University,Lund,Sweden
Solfrid Söderlind,Uppsala University,Nationalmuseum,Lund,Sweden
Canutus Hahn,Uppsala University,Lund University,Lund,Sweden
Erik Ringmar,Uppsala University,London School of Economics and Political Science,Lund,Sweden
Erik Ringmar,Uppsala University,Lund University,Lund,Sweden
Erik Ringmar,Uppsala University,Mid Sweden University,Lund,Sweden
Sara Danius,Uppsala University,Uppsala University,Uppsala,Sweden
Sara Danius,Uppsala University,Dagens Nyheter,Uppsala,Sweden
Sara Danius,Uppsala University,Södertörn University,Uppsala,Sweden
Elsa Eschelsson,Uppsala University,Uppsala University,Uppsala,Sweden
Lena Marcusson,Uppsala University,Uppsala University,Uppsala,Sweden
Maria Strømme,Uppsala University,Uppsala University,Uppsala,Sweden
Solfrid Söderlind,Uppsala University,Uppsala University,Uppsala,Sweden
Solfrid Söderlind,Uppsala University,Lund University,Uppsala,Sweden
Solfrid Söderlind,Uppsala University,Nationalmuseum,Uppsala,Sweden
Hugo Hildebrand Hildebrandsson,Uppsala University,Uppsala University,Uppsala,Sweden
Carl Wilhelm Böttiger,Uppsala University,Uppsala University,Uppsala,Sweden
Karl Johan Warburg,Uppsala University,Uppsala University,Uppsala,Sweden
Karl Johan Warburg,Uppsala University,Stockholm University,Uppsala,Sweden
Karl Johan Warburg,Uppsala University,University of Gothenburg,Uppsala,Sweden
David Davidson,Uppsala University,Uppsala University,Uppsala,Sweden
Egil Törnqvist,Uppsala University,Uppsala University,Uppsala,Sweden
Egil Törnqvist,Uppsala University,University of Amsterdam,Uppsala,Sweden
Asta Ekenvall,Uppsala University,Gothenburg University Library,Gothenburg,Sweden
Stina Stenhagen,Uppsala University,University of Gothenburg,Gothenburg,Sweden
Karl Johan Warburg,Uppsala University,Uppsala University,Gothenburg,Sweden
Karl Johan Warburg,Uppsala University,Stockholm University,Gothenburg,Sweden
Karl Johan Warburg,Uppsala University,University of Gothenburg,Gothenburg,Sweden
Erik Sandewall,Uppsala University,Linköping University,Linköping,Sweden
Brigitte Mral,Uppsala University,Örebro University,Örebro,Sweden
Erik Ringmar,Uppsala University,London School of Economics and Political Science,Sundsvall,Sweden
Erik Ringmar,Uppsala University,Lund University,Sundsvall,Sweden
Erik Ringmar,Uppsala University,Mid Sweden University,Sundsvall,Sweden
Erik Ringmar,Uppsala University,London School of Economics and Political Science,Östersund,Sweden
Erik Ringmar,Uppsala University,Lund University,Östersund,Sweden
Erik Ringmar,Uppsala University,Mid Sweden University,Östersund,Sweden
Claes G. Ryn,Uppsala University,The Catholic University of America,Charlottesville,United States of America
Claes G. Ryn,Uppsala University,University of Virginia,Charlottesville,United States of America
Claes G. Ryn,Uppsala University,Georgetown University,Charlottesville,United States of America
Solfrid Söderlind,Uppsala University,Uppsala University,Norrmalm,Sweden
Solfrid Söderlind,Uppsala University,Lund University,Norrmalm,Sweden
Solfrid Söderlind,Uppsala University,Nationalmuseum,Norrmalm,Sweden
Claes G. Ryn,Uppsala University,The Catholic University of America,Georgetown,United States of America
Claes G. Ryn,Uppsala University,University of Virginia,Georgetown,United States of America
Claes G. Ryn,Uppsala University,Georgetown University,Georgetown,United States of America
Karolina Ekholm,Uppsala University,Stockholm University,Vasastaden,Sweden
Karolina Ekholm,Uppsala University,Stockholm School of Economics,Vasastaden,Sweden
Sara Danius,Uppsala University,Uppsala University,Flemingsberg,Sweden
Sara Danius,Uppsala University,Dagens Nyheter,Flemingsberg,Sweden
Sara Danius,Uppsala University,Södertörn University,Flemingsberg,Sweden
Sara Danius,Uppsala University,Uppsala University,Huddinge,Sweden
Sara Danius,Uppsala University,Dagens Nyheter,Huddinge,Sweden
Sara Danius,Uppsala University,Södertörn University,Huddinge,Sweden
Germain Henri Hess,Stockholm University,Imperial St. Petersburg University,Saint Petersburg,Russia
Germain Henri Hess,Stockholm University,Q58346416,Saint Petersburg,Russia
Walter Gordon,Stockholm University,University of Hamburg,Hamburg,Germany
Walter Gordon,Stockholm University,Stockholm University,Hamburg,Germany
Walter Gordon,Stockholm University,University of Hamburg,Stockholm,Sweden
Walter Gordon,Stockholm University,Stockholm University,Stockholm,Sweden
Heinz Leymann,Stockholm University,Stockholm University,Stockholm,Sweden
Heinz Leymann,Stockholm University,Umeå University,Stockholm,Sweden
Svante August Arrhenius,Stockholm University,Uppsala University,Stockholm,Sweden
Svante August Arrhenius,Stockholm University,Stockholm University,Stockholm,Sweden
Svante August Arrhenius,Stockholm University,Riga Technical University,Stockholm,Sweden
Johan Håstad,Stockholm University,Royal Institute of Technology,Stockholm,Sweden
Johan Sundberg,Uppsala University,Royal Institute of Technology,Stockholm,Sweden
Lars Terenius,Uppsala University,Uppsala University,Stockholm,Sweden
Lars Terenius,Uppsala University,Karolinska Institute,Stockholm,Sweden
Sven Tunberg,Uppsala University,Stockholm University,Stockholm,Sweden
Jonas Wærn,Uppsala University,Karolinska Institute,Stockholm,Sweden
Sten Wahlund,Uppsala University,Stockholm University,Stockholm,Sweden
Janne Wallenius,Uppsala University,Royal Institute of Technology,Stockholm,Sweden
Wilhelm Erik Svedelius,Uppsala University,Uppsala University,Lund,Sweden
Wilhelm Erik Svedelius,Uppsala University,Lund University,Lund,Sweden
Bo Södersten,Uppsala University,Lund University,Lund,Sweden
Bo Södersten,Uppsala University,University of Gothenburg,Lund,Sweden
Torsten Thunberg,Uppsala University,Lund University,Lund,Sweden
Svante August Arrhenius,Stockholm University,Uppsala University,Uppsala,Sweden
Svante August Arrhenius,Stockholm University,Stockholm University,Uppsala,Sweden
Svante August Arrhenius,Stockholm University,Riga Technical University,Uppsala,Sweden
Halvar Sundberg,Uppsala University,Uppsala University,Uppsala,Sweden
Adolf Ferdinand Svanberg,Uppsala University,Uppsala University,Uppsala,Sweden
Nils Eberhard Svedelius,Uppsala University,Uppsala University,Uppsala,Sweden
Wilhelm Erik Svedelius,Uppsala University,Uppsala University,Uppsala,Sweden
Wilhelm Erik Svedelius,Uppsala University,Lund University,Uppsala,Sweden
Carl Säve,Uppsala University,Uppsala University,Uppsala,Sweden
Lars Terenius,Uppsala University,Uppsala University,Uppsala,Sweden
Lars Terenius,Uppsala University,Karolinska Institute,Uppsala,Sweden
Hjalmar Théel,Uppsala University,Uppsala University,Uppsala,Sweden
Q6209407,Uppsala University,Uppsala University,Uppsala,Sweden
Emil Uddhammar,Uppsala University,Uppsala University,Uppsala,Sweden
Emil Uddhammar,Uppsala University,Växjö University,Uppsala,Sweden
Nils Svartholm,Uppsala University,Chalmers University of Technology,Gothenburg,Sweden
Bo Södersten,Uppsala University,Lund University,Gothenburg,Sweden
Bo Södersten,Uppsala University,University of Gothenburg,Gothenburg,Sweden
Heinz Leymann,Stockholm University,Stockholm University,Umeå,Sweden
Heinz Leymann,Stockholm University,Umeå University,Umeå,Sweden
Inge-Bert Täljedal,Uppsala University,Umeå University,Umeå,Sweden
Carl-Gustaf Rossby,Stockholm University,Massachusetts Institute of Technology,Norrköping,Sweden
Carl-Gustaf Rossby,Stockholm University,University of Chicago,Norrköping,Sweden
Carl-Gustaf Rossby,Stockholm University,National Weather Service,Norrköping,Sweden
Carl-Gustaf Rossby,Stockholm University,Woods Hole Oceanographic Institution,Norrköping,Sweden
Carl-Gustaf Rossby,Stockholm University,Swedish Meteorological and Hydrological Institute,Norrköping,Sweden
Carl-Gustaf Rossby,Stockholm University,Massachusetts Institute of Technology,Cambridge,United States of America
Carl-Gustaf Rossby,Stockholm University,University of Chicago,Cambridge,United States of America
Carl-Gustaf Rossby,Stockholm University,National Weather Service,Cambridge,United States of America
Carl-Gustaf Rossby,Stockholm University,Woods Hole Oceanographic Institution,Cambridge,United States of America
Carl-Gustaf Rossby,Stockholm University,Swedish Meteorological and Hydrological Institute,Cambridge,United States of America
Heinrich Gustav Magnus,Stockholm University,Humboldt University of Berlin,Dorotheenstadt,German Reich
Heinrich Gustav Magnus,Stockholm University,Frederick William University,Dorotheenstadt,German Reich
Eilhard Mitscherlich,Stockholm University,Humboldt University of Berlin,Dorotheenstadt,German Reich
Eilhard Mitscherlich,Stockholm University,Frederick William University,Dorotheenstadt,German Reich
Erik Sandewall,Uppsala University,Linköping University,Stockholm,Sweden
Erik Sandewall,Uppsala University,Royal Institute of Technology,Stockholm,Sweden
Fritz Carlson,Uppsala University,Stockholm University,Stockholm,Sweden
Fritz Carlson,Uppsala University,Royal Institute of Technology,Stockholm,Sweden
Fritz Carlson,Uppsala University,Stockholm University,Stockholm,Sweden
Fritz Carlson,Uppsala University,Royal Institute of Technology,Stockholm,Sweden
Mohamed Abdel-Rehim,Uppsala University,Stockholm University,Stockholm,Sweden
Hjalmar August Abelin,Uppsala University,Karolinska Institute,Stockholm,Sweden
Hjalmar August Abelin,Uppsala University,Q44085930,Stockholm,Sweden
Hans-Olov Adami,Uppsala University,Karolinska Institute,Stockholm,Sweden
Gottfrid Adlerz,Uppsala University,Stockholm University,Stockholm,Sweden
Göran Ahrne,Uppsala University,Stockholm University,Stockholm,Sweden
Gerhard Lindblom,Uppsala University,Stockholm University,Stockholm,Sweden
Anders Bárány,Uppsala University,Uppsala University,Stockholm,Sweden
Anders Bárány,Uppsala University,Stockholm University,Stockholm,Sweden
Lennart Bengtsson,Uppsala University,Stockholm University,Stockholm,Sweden
Ruben G:son Berg,Uppsala University,Stockholm University,Stockholm,Sweden
Per-Olof Berggren,Uppsala University,Lund University,Stockholm,Sweden
Per-Olof Berggren,Uppsala University,Karolinska Institute,Stockholm,Sweden
Christer Betsholtz,Uppsala University,Uppsala University,Stockholm,Sweden
Christer Betsholtz,Uppsala University,Karolinska Institute,Stockholm,Sweden
Per-Åke Albertsson,Uppsala University,Lund University,Lund,Sweden
Per-Åke Albertsson,Uppsala University,Umeå University,Lund,Sweden
Natanael Beckman,Uppsala University,Uppsala University,Lund,Sweden
Natanael Beckman,Uppsala University,Lund University,Lund,Sweden
Natanael Beckman,Uppsala University,University of Gothenburg,Lund,Sweden
Natanael Beckman,Uppsala University,Svenska Akademiens Ordbok,Lund,Sweden
Alfred Berg,Uppsala University,Lund University,Lund,Sweden
Per-Olof Berggren,Uppsala University,Lund University,Lund,Sweden
Per-Olof Berggren,Uppsala University,Karolinska Institute,Lund,Sweden
Birger Bergh,Uppsala University,Lund University,Lund,Sweden
Nils Johan Berlin,Uppsala University,Lund University,Lund,Sweden
Frey Svenson,Uppsala University,Uppsala University,Uppsala,Sweden
Frithiof Holmgren,Uppsala University,Uppsala University,Uppsala,Sweden
Herman Napoleon Almkvist,Uppsala University,Uppsala University,Uppsala,Sweden
Erik Abraham Almquist,Uppsala University,Uppsala University,Uppsala,Sweden
Kurt Almqvist,Uppsala University,Uppsala University,Uppsala,Sweden
Johan Wolter Arnberg,Uppsala University,Uppsala University,Uppsala,Sweden
Hampus Wilhelm Arnell,Uppsala University,Uppsala University,Uppsala,Sweden
Q5561085,Uppsala University,Uppsala University,Uppsala,Sweden
Ericus Aurivillius,Uppsala University,Uppsala University,Uppsala,Sweden
Gunnar von Bahr,Uppsala University,Uppsala University,Uppsala,Sweden
Anders Bárány,Uppsala University,Uppsala University,Uppsala,Sweden
Anders Bárány,Uppsala University,Stockholm University,Uppsala,Sweden
Natanael Beckman,Uppsala University,Uppsala University,Uppsala,Sweden
Natanael Beckman,Uppsala University,Lund University,Uppsala,Sweden
Natanael Beckman,Uppsala University,University of Gothenburg,Uppsala,Sweden
Natanael Beckman,Uppsala University,Svenska Akademiens Ordbok,Uppsala,Sweden
Ingmar Bengtsson,Uppsala University,Uppsala University,Uppsala,Sweden
Anders Berch,Uppsala University,Uppsala University,Uppsala,Sweden
Johan Bergenhielm,Uppsala University,Uppsala University,Uppsala,Sweden
Carl Henrik Bergstrand,Uppsala University,Uppsala University,Uppsala,Sweden
Christer Betsholtz,Uppsala University,Uppsala University,Uppsala,Sweden
Christer Betsholtz,Uppsala University,Karolinska Institute,Uppsala,Sweden
Nils Andrén,Uppsala University,University of Copenhagen,Gothenburg,Sweden
Nils Andrén,Uppsala University,University of Gothenburg,Gothenburg,Sweden
Natanael Beckman,Uppsala University,Uppsala University,Gothenburg,Sweden
Natanael Beckman,Uppsala University,Lund University,Gothenburg,Sweden
Natanael Beckman,Uppsala University,University of Gothenburg,Gothenburg,Sweden
Natanael Beckman,Uppsala University,Svenska Akademiens Ordbok,Gothenburg,Sweden
Christer Betsholtz,Uppsala University,Uppsala University,Gothenburg,Sweden
Christer Betsholtz,Uppsala University,Karolinska Institute,Gothenburg,Sweden
Erik Sandewall,Uppsala University,Royal Institute of Technology,Linköping,Sweden
Gerhard Andersson,Uppsala University,Linköping University,Linköping,Sweden
Gunnar Aschan,Uppsala University,Linköping University,Linköping,Sweden
Per-Åke Albertsson,Uppsala University,Lund University,Umeå,Sweden
Per-Åke Albertsson,Uppsala University,Umeå University,Umeå,Sweden
Kjell Asplund,Uppsala University,Umeå University,Umeå,Sweden
Göran Bergson,Uppsala University,Umeå University,Umeå,Sweden
Claes Ahlund,Uppsala University,Åbo Akademi University,Sundsvall,Sweden
Claes Ahlund,Uppsala University,Mid Sweden University,Sundsvall,Sweden
Claes Ahlund,Uppsala University,Åbo Akademi University,Östersund,Sweden
Claes Ahlund,Uppsala University,Mid Sweden University,Östersund,Sweden
Aksel Andersson,Uppsala University,Uppsala University Library,Carolina Rediviva,Sweden
Gunnar Arpi,Uppsala University,Stockholm School of Economics,Vasastaden,Sweden
Marcus Pløen Ingstad,Uppsala University,University of Oslo,Oslo,Norway
Curt Wallis,Uppsala University,Karolinska Institute,Stockholm,Sweden
Lars Johan Wallmark,Uppsala University,Royal Institute of Technology,Stockholm,Sweden
Anders Wedberg,Uppsala University,Stockholm University,Stockholm,Sweden
Erik Wellander,Uppsala University,Stockholm University,Stockholm,Sweden
Christer Wiklund,Uppsala University,Stockholm University,Stockholm,Sweden
Lars Erik Zachrisson,Uppsala University,Royal Institute of Technology,Stockholm,Sweden
Carl Arendt Ångström,Uppsala University,Royal Institute of Technology,Stockholm,Sweden
Göran Östlin,Uppsala University,Stockholm University,Stockholm,Sweden
Q6327882,Uppsala University,Royal Institute of Technology,Stockholm,Sweden
Sten Malmquist,Uppsala University,Stockholm University,Stockholm,Sweden
Johan Lundström,Uppsala University,Karolinska Institute,Stockholm,Sweden
